OBJEKTART,UUID,NAME,MIN_E,MIN_N,MIN_Z,MAX_E,MAX_N,MAX_Z,SKIGEBIET,2005 mid,2005 bottom,2005 top,2035 mid,2035 bottom,2035 top,2060 mid,2060 bottom,2060 top,2085 mid,2085 bottom,2085 top
Luftseilbahn,{A0DFA485-56E7-45C8-82BC-D45C00E3EEE0},Fanas-Cania-Eggli,769161,206296,928,771187,207847,1712,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{77EAD1A4-3B64-46B1-9360-111ECDA9D5C6},Fell-Chrüzhütte,674904,192948,910,675984,191674,1720,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{0D9AB65A-E110-49C4-8461-F132FADB1FD0},Fell-Spis,674898,192993,907,675835,193097,1194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{B3E41857-C161-49FF-99B0-CCE9A92884D5},Fellboden-Bannalpsee,674916,192788,896,675233,191482,1576,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{EF918BC0-0C84-45EE-B7EC-98D74BA8DD9B},Fidaz-Flimserstein,742872,189551,1195,742253,190819,2058,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Sesselbahn,{52B143EB-73CE-4A2D-9595-3C496B75303C},Filzbach-Habergschwänd,728183,219912,748,727990,218428,1283,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{FEA8C63F-0B44-40BD-AFBA-F131508B4CD2},Finsterwald-Gfellen,652438,200844,1026,653424,200779,1304,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{197BEF53-5697-4B7D-8957-B65F182786EB},Fionnay-Plan du Tsenau,589775,97957,1496,589637,98994,2148,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{55514B5C-99D9-44AC-AD3B-3255B93A8502},First Süd,647212,198792,1330,647113,199079,1439,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{162435BE-0A79-48EE-ACDD-8BF65F388DA6},Flensa,766923,206538,1015,766221,206693,1197,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{9300AE55-8F61-454F-9B87-4310D10A95F6},Flüelen-Eggberge,690600,194277,444,691876,195206,1453,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{4EB3876D-00B5-445E-B589-7C0ABC6C57E0},Flüelen-Ober Axen,690413,196750,465,690210,197842,993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{C5D6C17C-E67E-40A4-ACDF-FCBC13CFB38B},Föhrlimatt,637045,259861,518,636842,259651,575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{71E3C130-0301-4F3D-B2E1-49A0A3147100},Fort de Cindey,566282,119385,420,566207,119286,502,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{C450EEFA-A2A8-4A45-A87C-A6F20F896489},Fort du Scex,565980,118163,437,565845,118083,529,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gondelbahn,{6EC17D98-6C75-4EF6-8183-AE2DCA39A1FE},Fracch-Confin,734080,147183,1643,732988,146909,1959,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{049F1C33-F465-481E-BAA5-8068370F6042},Fräkmüntegg–Pilatus Kulm,661827,204703,1423,662161,203515,2069,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{F9FBE6C9-C923-4B7A-B731-B56C3DABB0DA},Fronalphof,689711,203914,643,689745,203690,681,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{CE58C3D0-F5DB-411A-887C-F35A41258F3F},Frümsen-Stauberen,753796,234973,508,752477,236365,1747,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{67D40ADC-4DD4-42BF-9187-1277A9D2A5FF},Fürenalp,677142,183899,1085,678594,183857,1847,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{A44C12C3-1057-421E-81D8-EAED8B54E9D9},Fürgangen-Bellwald,654871,140313,1206,655499,141545,1563,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{2111C378-83C8-41FE-B64B-C27A09D34E46},Furka-Furkastock,675328,158889,2432,674670,158730,2662,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{597C4880-442B-423A-8A77-8FFB9CA8FA79},Gadmen,669793,176719,1206,669576,176993,1289,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{E2532E8D-EA2D-4C29-B8F0-9DE2DB25D6AF},Gähwil,717986,250547,750,718184,249944,909,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{CC0864A9-A740-4C17-AB65-767F58401DB3},Gais-Klausenbühl,752666,248079,954,752418,248123,1044,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{B7A7C8BF-DA32-4EE7-B77B-C35A45C9B3A5},Gamplüt-Fros,744553,230812,1317,744895,231025,1451,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{EC0480F3-7A81-497C-AD89-372D69101971},Gaspus-Vättnerberg,753644,198748,964,753673,199588,1585,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{960DFCDF-F216-4B2F-96CD-51A0EA3B98F3},Geissmattli-Büelen,671386,192378,552,670624,192568,1114,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{246C5325-746B-46A0-AC5F-BE0AE0B2DFB6},Gemmi,614370,136926,1427,613664,138532,2348,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{8D1640EE-4804-425A-91D6-5E5B97CB05CF},Ghöch,710560,243595,956,710342,243345,1022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{1AD3E48A-4FCE-44F0-9BCB-4D006CBEAA27},Gibel,690699,196282,538,690939,196775,793,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{E3122569-54D2-4F67-B084-7A3788111926},Gitschenberg,688907,193432,438,687749,192446,1372,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{72E7A9A5-6856-48AF-A1D4-2CF1E0365EBC},Gitschenen,681292,194687,1366,680854,195141,1586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{1DCE5467-47C7-4C0C-B581-94353A7A9F8D},Golf,601719,127624,1431,601842,127854,1462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{D864386E-A7EC-4B64-A5A9-7DD46EFA45FE},Göschenen-Stöckli,688163,169217,1095,689996,167950,2294,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{C0B3685A-36D2-48C6-AB1E-D6542B455252},Göschenen-Stöckli,687040,169028,1159,687302,168373,1664,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{2E49C676-DD91-4A8D-B9CD-751C6D4BCCFA},Gossalp-Oberalp,681017,192152,1466,680406,192346,1751,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{9A05FB76-789C-47D6-A2B8-6D9412C811C3},Grafenort-Brunniswald,671473,191352,584,672200,190308,1316,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{5B94876E-5617-48D5-BD60-D418A0F3C5E1},Grandval,599283,234827,952,599107,233910,1268,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{04EDACBC-A11E-4487-9476-AF9F60453E7D},Grimselnollen-Kessiturm,668429,158177,1958,667245,157473,2245,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{ACA9C675-8FF4-413F-B1A0-EE27ED939E71},Grondabahn,817380,203267,2301,817243,201282,2825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{ECEBF934-C511-475F-A64D-A6C7287A2DAD},Grossrüti,723587,210602,513,723462,209921,682,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{8E1FB922-E286-4037-9A6F-DC1F75C079A4},Grosstal-Horlachen,683478,196075,916,683706,195503,1230,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{6D94F181-AE9A-4957-8DE3-34DC8CAC136E},Habergschwänd,728296,218725,1219,727995,218283,1296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{07266455-E0B8-4DBE-988A-734E4F5C03BA},Haldi,694162,190761,1089,694413,190755,1163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{22C479EA-18A1-45CD-8400-90CD269C94CB},Haldi-Kellerberg,694947,190027,1241,695675,189739,1399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{4E16BEC7-4A1A-4DEF-8E99-E6F857CD4896},Handeck-Gärstenegg 2,666522,163221,1315,667339,161099,1765,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gondelbahn,{1E004051-3017-4902-8A03-A3ADDECE3D3C},Hannig,637772,106644,1827,636971,107156,2343,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{4C1F65C6-0A2E-47BD-B0DF-F89D9E74EA31},Hapfere,587841,175978,866,587879,175532,936,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{BC163B20-C357-44BF-B5C0-816663BD1364},Hasenegg,743973,214289,1393,743705,213464,1637,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{85FC1612-9DD6-40E4-913C-7C02624FE8C9},Heiligenschwendi,618846,177818,1106,618769,177719,1154,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{514B75D6-2824-4FFC-A4B1-81762960C42E},Heiligkreuz-Chummibort,656613,132571,1465,656038,130618,2104,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{55CA18A9-A767-4A67-8685-51E354C42F39},Heiligkreuz-First,646541,199815,1131,646968,199085,1467,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{187C27D4-5FDF-4AAD-838D-BA0A8F841F76},Heimenschwand,618528,186099,1006,617902,186437,1177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{25AC24D6-BA07-4FDF-BD09-1264963D81BB},Hinteregg,614604,236439,1081,614594,236297,1125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{92E94C24-E9F3-4512-855E-06251F8983B3},Höchi Oberwangen,716856,253581,628,716497,252997,768,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{7EE8FD3C-971D-42A5-8393-57ED8DBA09B8},Hochwacht,721277,246811,724,721242,246448,843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{70FD1EA3-1410-4991-BE0E-69ABA2EBEE42},Hofschwang-Frenen,612352,244076,769,611155,243904,1067,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{F5915E0C-4896-4F1D-945D-58D75F879E63},Hofstetten-Wilerli,691421,187376,465,690661,186934,1087,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gondelbahn,{3CD2A461-F5C6-4FFA-AD29-143B49D3EDF6},Hohsaas,640622,109797,2408,642684,109956,3148,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{06F69F88-7A89-4BD6-92E4-4A075345DF4E},Hopflauenen-Spycherberg,664137,174156,872,664400,173464,1301,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{336AB7E2-40D8-4671-B742-29EC003C7C71},Hörnli,733916,241755,900,734100,241540,980,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{4C225695-79B9-42D4-9D43-070C8F7075BA},Hübeli,639121,212161,721,639638,212090,842,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{1C061DBB-78D0-4B24-BCC8-FDDA478BEF0C},Hüttlistalden,591746,159687,1497,591849,158619,1686,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{68912807-8D0B-458C-B980-5AB49234488C},Iffigenalp-Rawilseeleni,600350,138882,1577,601271,136936,2512,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{68B1BBCF-8A9A-4365-84DF-72EBF443B330},Illgau-St.Karl,697936,204900,820,697468,206230,1183,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{0462E059-4694-4290-8A61-09BEB0E08427},Im Buck,674796,258824,587,674679,258588,634,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{56EC0948-E41F-4571-AFD0-2E41501A5616},Im Loo,721484,202039,621,721821,201785,702,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{4ADA0C47-60A6-42A1-90FB-3821F4C31547},Innerferrera-Wasserschloss,753020,155116,1437,752509,155286,1807,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{6A87CEA1-C158-40CE-AF54-7B55C11FD09D},Innergsteig-Sanetsch,587832,136098,1216,588951,134650,2066,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{A119856C-C88F-4EB5-9085-8FC42FE3B04B},Intragna-Pila-Costa,697461,114962,334,696477,114713,633,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{9BC9B7C2-6289-49F8-AC20-4C0C6AC4AB68},Intschi-Arniberg,692517,179545,659,691942,180488,1371,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{8F7FBA13-C45B-4437-BE56-DA184F6581A2},Isenfluh-Sulwald,634969,163337,1100,634427,163670,1524,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{E48E8FEB-626E-4F30-932A-B18700A42C5E},Jochalp (Militär),762359,185970,1957,762652,186091,2029,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{CA04475F-B314-42AC-81AD-8E614BB13F7A},Jungfraujoch,642130,155229,3437,642204,155320,3455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{A5F3B6C5-3945-41AB-A577-8B5F9AF80E0E},Junker,780442,204647,1408,779342,205320,1658,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{8CF15FFE-6EA7-4698-969C-8C35801BCE87},Kalpetran-Embd,630738,118176,905,630021,118385,1413,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{8C490247-7E9E-48F7-B1AE-750BF66B445F},Kandersteg-Allmenalp,617073,148681,1188,616181,149015,1734,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{C99EC3D4-472F-471D-B3D7-1D8A8A3B4C50},Kandersteg-Sunnbüel,617275,147284,1205,616324,145312,1947,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{EF431A90-45AD-418B-9E5D-C0385BDF5644},Kessiturm-Oberaar,667138,157408,2220,664695,155889,2506,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{E7A81340-F1EE-4DF9-9D5F-35F4CEB0697A},Kies-Mettmen,725730,203194,1040,726128,202185,1601,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{C9934B76-6668-4583-B3FD-0D6C2F21ED00},Kohlplatz-Brüsti,690291,190227,607,689119,188670,1535,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Sesselbahn,{7E6340DD-4C0F-4447-BC62-C2A23A2E502F},Kräbel-Rigi Scheidegg,682976,210467,765,682365,209065,1649,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gondelbahn,{E2646DA8-348E-4334-A801-7A92CB04620A},Kreuzboden,638637,108639,1560,640610,109791,2408,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{47707E1F-AE2A-4C99-8F83-7929FAE08234},Kreuzboden,640645,109826,2412,641469,110248,2611,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gondelbahn,{3880F0F6-B6CC-484B-8DB3-DB4D3D8F5338},Kriens-Krienseregg,663787,209144,521,662793,207331,1033,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gondelbahn,{AE022825-6A66-40D0-895E-C0C60161EB52},Krienseregg-Fräkmüntegg,662569,206733,1022,661823,204737,1419,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{4032FC9C-924C-44F7-B8A8-462D05DFCB63},Krinau,721845,241824,824,721770,241528,907,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{28C9D38E-0EE1-4BE6-9026-44E5BAC3E244},Kühlmattli-Freiherrenberg 1,700333,220587,926,700638,219870,1117,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{E6D613FE-89D0-455C-9581-30266CFF5B7E},Kulmegg-Brüsti,688792,189232,1432,688866,188753,1606,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{9C0CC1A9-8FFB-44BF-998D-905D6C7E1A4F},Küssnacht am Rigi-Seebodenalp,676042,214385,462,678020,213665,1029,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{CB2EC91D-C974-4C09-A014-AED36F67DB51},La Chindonne-La Dent de Valerette,562664,118483,1499,562182,118170,1703,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{93227295-7902-4D8C-8F75-32DE06D48836},La Combette,526611,181675,1229,526339,181146,1440,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{3232F29D-DE35-4D06-A4BD-D281836CA875},La Corbatière,554565,213398,1093,554973,213120,1161,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{163F08E5-15C5-4DDD-A0D7-42985E18006F},La Côte-aux-Fées,528224,191056,983,528585,190793,1085,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{9E2C8B89-888C-4B54-A9D4-5EC842E33E51},La Forclaz,606432,103750,1736,606651,103979,1857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{6E2CCB03-E28E-4198-9FED-F3E097B69583},La Golatte-Montoz,583806,228953,1085,583349,228507,1257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{ED37793A-154E-459F-9C0E-2E350AC97599},La Martinaux,569451,118526,1488,569918,118259,1686,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{44AE4367-27E8-4ED2-8B5B-DD453DBA796C},La Montagnette,577481,144634,1459,577550,143999,1660,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{9951E563-EF5F-46E4-9CAB-49FFBF0E0F59},La Stadera-Scopi,704665,161047,1804,706650,158851,3146,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{94817C44-AD1E-48D6-B9E4-D136063BCA15},Laghi Cime Bianche Plateau Rosà,618779,86517,2828,620865,87025,3477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{E42A7D3C-73B3-4723-9794-B70416D57691},Lally,509586,152489,1004,509307,152658,1062,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{D3B9DCEB-574D-474F-B32D-4CE4D56D595A},Lambrigge-Titter,653948,142081,1178,653706,143870,1626,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{C26909CC-4959-458F-8EB8-0E1427699A5A},Landscheide-Sitz,734982,245234,1026,735310,245367,1088,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{86402782-2A4C-4415-A47B-8BC712ED5FFE},Langboden-Eggalp,669407,195435,1305,669104,193645,1667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{7FD6898C-39B4-497F-83AD-79744818F66C},Langis,652274,193744,1453,651965,193725,1520,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{CC4A3C00-B3F6-48A0-966F-012B9AFAE94C},Langmattli,664430,203849,837,664110,203681,946,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
